timestamp,irradiance,temperature,humidity,voltage,current,power,battery,data_source
2026-03-25 14:20:00,458.11,27.75,56.16,5.53,0.074,0.41,4.15,
2026-03-25 14:30:00,385.66,27.82,55.46,5.345,0.089,0.476,4.15,
2026-03-25 14:40:00,376.73,27.87,58.52,5.271,0.069,0.363,4.15,
2026-03-25 14:50:00,388.97,26.89,57.15,5.231,0.065,0.341,4.15,
2026-03-25 15:00:00,409.41,26.89,58.59,5.429,0.057,0.308,4.15,
2026-03-25 15:10:00,284.2,26.4,62.28,5.092,0.058,0.297,4.15,
2026-03-25 15:20:00,379.96,26.55,62.15,5.375,0.072,0.387,4.15,
2026-03-25 15:30:00,350.46,26.68,61.67,5.242,0.083,0.435,4.16,
2026-03-25 15:40:00,285.09,25.92,61.43,5.033,0.045,0.227,4.16,
2026-03-25 15:50:00,278.31,25.19,65.01,5.222,0.05,0.261,4.16,
2026-03-25 16:00:00,312.01,25.01,67.14,5.241,0.05,0.261,4.16,
2026-03-25 16:10:00,221.34,25.31,65.14,5.1,0.05,0.254,4.16,
2026-03-25 16:20:00,217.59,24.9,68.99,5.001,0.033,0.166,4.16,
2026-03-25 16:30:00,209.82,24.79,67.74,5.012,0.042,0.212,4.16,
2026-03-25 16:40:00,172.64,24.19,68.73,4.974,0.047,0.231,4.16,
2026-03-25 16:50:00,205.42,23.89,69.11,5.061,0.055,0.278,4.16,
2026-03-25 17:00:00,176.66,23.39,71.82,5.071,0.043,0.218,4.16,
2026-03-25 17:10:00,116.08,23.26,72.53,4.998,0.017,0.086,4.16,
2026-03-25 17:20:00,129.08,22.3,73.78,4.934,0.003,0.013,4.16,
2026-03-25 17:30:00,100.34,22.26,73.51,4.806,0.033,0.156,4.16,
2026-03-25 17:40:00,66.31,21.78,76.43,4.829,0.011,0.052,4.16,
2026-03-25 17:50:00,31.87,21.83,75.69,4.749,0.004,0.019,4.15,
2026-03-25 18:00:00,20.0,20.69,78.19,4.677,0.004,0.019,4.15,
2026-03-25 18:10:00,20.0,20.37,80.78,4.638,0.011,0.051,4.15,
2026-03-25 18:20:00,0.49,20.35,79.71,0.043,0.0,0.0,4.15,
2026-03-25 18:30:00,2.61,20.2,78.63,0.005,0.0,0.0,4.15,
2026-03-25 18:40:00,1.18,20.74,81.76,0.019,0.0,0.0,4.15,
2026-03-25 18:50:00,0.6,20.48,80.73,0.032,0.0,0.0,4.15,
2026-03-25 19:00:00,1.26,20.55,81.32,0.086,0.0,0.0,4.14,
2026-03-25 19:10:00,0.97,20.76,81.68,0.06,0.0,0.0,4.14,
2026-03-25 19:20:00,2.77,20.84,79.51,0.013,0.0,0.0,4.14,
2026-03-25 19:30:00,0.32,20.02,78.48,0.06,0.0,0.0,4.14,
2026-03-25 19:40:00,2.3,20.24,80.78,0.041,0.0,0.0,4.14,
2026-03-25 19:50:00,2.93,20.74,79.71,0.035,0.0,0.0,4.14,
2026-03-25 20:00:00,1.46,20.76,78.89,0.018,0.0,0.0,4.13,
2026-03-25 20:10:00,1.53,20.25,81.17,0.104,0.0,0.0,4.13,
2026-03-25 20:20:00,2.98,20.25,81.41,0.024,0.0,0.0,4.13,
2026-03-25 20:30:00,2.12,20.81,80.89,0.06,0.0,0.0,4.13,
2026-03-25 20:40:00,0.54,20.99,80.4,0.076,0.0,0.0,4.13,
2026-03-25 20:50:00,0.69,20.13,77.97,0.119,0.0,0.0,4.13,
2026-03-25 21:00:00,2.79,20.43,80.51,0.011,0.0,0.0,4.12,
2026-03-25 21:10:00,0.15,20.41,79.15,0.076,0.0,0.0,4.12,
2026-03-25 21:20:00,0.69,20.34,79.91,0.061,0.0,0.0,4.12,
2026-03-25 21:30:00,1.93,20.3,78.98,0.034,0.0,0.0,4.12,
2026-03-25 21:40:00,1.05,20.42,79.21,0.006,0.0,0.0,4.12,
2026-03-25 21:50:00,0.12,20.05,81.08,0.025,0.0,0.0,4.12,
2026-03-25 22:00:00,1.42,20.91,78.24,0.022,0.0,0.0,4.11,
2026-03-25 22:10:00,2.84,20.36,79.14,0.012,0.0,0.0,4.11,
2026-03-25 22:20:00,0.04,20.55,81.59,0.04,0.0,0.0,4.11,
2026-03-25 22:30:00,2.22,20.36,81.23,0.063,0.0,0.0,4.11,
2026-03-25 22:40:00,1.11,20.65,78.72,0.046,0.0,0.0,4.11,
2026-03-25 22:50:00,2.66,20.13,81.07,0.014,0.0,0.0,4.11,
2026-03-25 23:00:00,1.76,20.91,80.68,0.023,0.0,0.0,4.11,
2026-03-25 23:10:00,2.11,20.93,78.13,0.066,0.0,0.0,4.1,
2026-03-25 23:20:00,1.03,20.73,82.15,0.024,0.0,0.0,4.1,
2026-03-25 23:30:00,2.16,20.04,78.64,0.066,0.0,0.0,4.1,
2026-03-25 23:40:00,0.76,20.88,81.56,0.109,0.0,0.0,4.1,
2026-03-25 23:50:00,2.93,20.89,79.77,0.086,0.0,0.0,4.1,
2026-03-26 00:00:00,2.73,22.07,68.64,0.112,0.0,0.0,4.1,
2026-03-26 00:10:00,1.51,22.02,69.44,0.084,0.0,0.0,4.09,
2026-03-26 00:20:00,0.39,22.05,69.29,0.095,0.0,0.0,4.09,
2026-03-26 00:30:00,2.08,22.74,68.55,0.082,0.0,0.0,4.09,
2026-03-26 00:40:00,2.61,22.97,67.53,0.09,0.0,0.0,4.09,
2026-03-26 00:50:00,1.15,22.78,68.56,0.033,0.0,0.0,4.09,
2026-03-26 01:00:00,0.55,22.16,67.76,0.084,0.0,0.0,4.09,
2026-03-26 01:10:00,2.64,22.79,68.8,0.085,0.0,0.0,4.08,
2026-03-26 01:20:00,1.58,22.3,67.77,0.085,0.0,0.0,4.08,
2026-03-26 01:30:00,1.66,22.17,67.0,0.029,0.0,0.0,4.08,
2026-03-26 01:40:00,0.12,22.15,70.69,0.111,0.0,0.0,4.08,
2026-03-26 01:50:00,0.81,22.79,69.63,0.03,0.0,0.0,4.08,
2026-03-26 02:00:00,2.47,22.53,66.81,0.042,0.0,0.0,4.08,
2026-03-26 02:10:00,1.82,22.37,67.17,0.085,0.0,0.0,4.07,
2026-03-26 02:20:00,1.65,22.72,68.6,0.073,0.0,0.0,4.07,
2026-03-26 02:30:00,0.97,22.06,70.39,0.099,0.0,0.0,4.07,
2026-03-26 02:40:00,0.66,22.97,67.58,0.117,0.0,0.0,4.07,
2026-03-26 02:50:00,1.61,22.98,70.22,0.094,0.0,0.0,4.07,
2026-03-26 03:00:00,0.32,22.75,68.48,0.078,0.0,0.0,4.07,
2026-03-26 03:10:00,2.61,22.63,69.22,0.098,0.0,0.0,4.07,
2026-03-26 03:20:00,0.66,22.27,69.36,0.097,0.0,0.0,4.06,
2026-03-26 03:30:00,2.26,22.16,67.82,0.087,0.0,0.0,4.06,
2026-03-26 03:40:00,1.11,22.9,67.21,0.022,0.0,0.0,4.06,
2026-03-26 03:50:00,0.56,22.86,67.63,0.059,0.0,0.0,4.06,
2026-03-26 04:00:00,2.19,22.65,66.89,0.02,0.0,0.0,4.06,
2026-03-26 04:10:00,0.53,22.39,69.47,0.008,0.0,0.0,4.06,
2026-03-26 04:20:00,0.22,22.25,70.8,0.116,0.0,0.0,4.05,
2026-03-26 04:30:00,0.3,22.53,70.0,0.097,0.0,0.0,4.05,
2026-03-26 04:40:00,1.81,22.38,66.89,0.099,0.0,0.0,4.05,
2026-03-26 04:50:00,2.29,22.64,66.99,0.03,0.0,0.0,4.05,
2026-03-26 05:00:00,0.25,22.14,69.56,0.002,0.0,0.0,4.05,
2026-03-26 05:10:00,2.9,22.96,67.27,0.088,0.0,0.0,4.05,
2026-03-26 05:20:00,1.02,22.71,67.69,0.058,0.0,0.0,4.04,
2026-03-26 05:30:00,1.69,22.44,67.52,0.04,0.0,0.0,4.04,
2026-03-26 05:40:00,0.46,22.06,69.84,0.075,0.0,0.0,4.04,
2026-03-26 05:50:00,20.0,23.01,66.67,4.691,0.015,0.072,4.04,
2026-03-26 06:00:00,48.03,23.48,65.15,4.782,0.02,0.096,4.04,
2026-03-26 06:10:00,91.55,23.82,65.57,4.937,0.053,0.26,4.04,
2026-03-26 06:20:00,129.83,23.42,63.16,5.015,0.07,0.352,4.04,
2026-03-26 06:30:00,168.06,24.61,65.6,5.067,0.092,0.468,4.04,
2026-03-26 06:40:00,222.64,24.65,63.4,4.98,0.123,0.614,4.04,
2026-03-26 06:50:00,272.34,24.77,59.73,5.196,0.155,0.803,4.05,
2026-03-26 07:00:00,310.99,25.49,58.48,5.075,0.176,0.893,4.05,
2026-03-26 07:10:00,343.8,25.46,58.76,5.279,0.195,1.03,4.05,
2026-03-26 07:20:00,360.39,26.07,60.17,5.25,0.114,0.6,4.05,
2026-03-26 07:30:00,401.64,26.22,56.28,5.338,0.132,0.705,4.05,
2026-03-26 07:40:00,460.06,26.5,57.36,5.442,0.129,0.703,4.06,
2026-03-26 07:50:00,485.0,27.03,55.14,5.532,0.147,0.812,4.06,
2026-03-26 08:00:00,517.05,27.4,54.85,5.572,0.16,0.893,4.06,
2026-03-26 08:10:00,535.81,28.13,50.9,5.587,0.193,1.077,4.06,
2026-03-26 08:20:00,570.73,27.79,53.61,5.701,0.184,1.05,4.07,
2026-03-26 08:30:00,605.62,28.59,53.23,5.761,0.188,1.083,4.07,
2026-03-26 08:40:00,633.2,28.16,52.3,5.768,0.186,1.075,4.07,
2026-03-26 08:50:00,695.55,28.67,50.3,5.806,0.203,1.181,4.08,
2026-03-26 09:00:00,720.58,28.59,48.0,5.734,0.211,1.208,4.08,
2026-03-26 09:10:00,745.73,28.96,46.41,5.91,0.235,1.388,4.08,
2026-03-26 09:20:00,753.12,29.46,46.34,5.959,0.232,1.384,4.09,
2026-03-26 09:30:00,772.52,30.16,44.29,5.992,0.229,1.371,4.09,
2026-03-26 09:40:00,820.08,30.18,47.33,5.989,0.264,1.581,4.1,
2026-03-26 09:50:00,829.94,30.41,44.71,5.944,0.27,1.602,4.1,
2026-03-26 10:00:00,867.4,30.01,43.2,6.069,0.244,1.484,4.1,
2026-03-26 10:10:00,877.88,30.62,45.42,6.138,0.257,1.579,4.11,
2026-03-26 10:20:00,891.43,31.05,41.95,6.163,0.264,1.63,4.11,
2026-03-26 10:30:00,887.97,30.45,43.42,6.196,0.254,1.575,4.12,
2026-03-26 10:40:00,917.73,30.56,42.98,6.2,0.272,1.684,4.12,
2026-03-26 10:50:00,933.77,30.65,41.18,6.264,0.154,0.965,4.13,
2026-03-26 11:00:00,950.17,30.76,41.06,6.275,0.137,0.862,4.13,
2026-03-26 11:10:00,941.17,31.2,40.27,6.251,0.17,1.065,4.13,
2026-03-26 11:20:00,963.91,30.97,40.98,6.261,0.152,0.954,4.13,
2026-03-26 11:30:00,949.96,31.52,40.7,6.24,0.163,1.016,4.14,
2026-03-26 11:40:00,954.25,31.43,42.79,6.148,0.175,1.073,4.14,
2026-03-26 11:50:00,980.42,31.65,42.21,6.165,0.174,1.07,4.14,
2026-03-26 12:00:00,978.43,31.65,42.89,6.203,0.165,1.021,4.14,
2026-03-26 12:10:00,964.32,31.85,40.72,6.311,0.162,1.024,4.15,
2026-03-26 12:20:00,956.31,31.58,39.23,6.16,0.164,1.011,4.15,
2026-03-26 12:30:00,973.52,31.07,42.85,6.232,0.176,1.096,4.15,
2026-03-26 12:40:00,941.75,30.97,40.57,6.3,0.142,0.897,4.16,
2026-03-26 12:50:00,944.08,30.89,40.2,6.255,0.148,0.928,4.16,
2026-03-26 13:00:00,930.94,31.59,42.54,6.114,0.148,0.907,4.16,
2026-03-26 13:10:00,912.22,31.47,41.76,6.24,0.155,0.967,4.16,
2026-03-26 13:20:00,911.44,31.34,44.55,6.124,0.157,0.961,4.17,
2026-03-26 13:30:00,893.53,31.24,43.77,6.151,0.157,0.968,4.17,
2026-03-26 13:40:00,877.14,31.04,41.26,6.172,0.133,0.821,4.17,
2026-03-26 13:50:00,865.39,30.13,43.43,6.067,0.133,0.807,4.17,
2026-03-26 14:00:00,855.32,30.79,44.31,5.962,0.158,0.942,4.18,
2026-03-26 14:10:00,845.08,30.47,43.73,5.978,0.144,0.861,4.18,
2026-03-26 14:20:00,807.61,30.2,45.57,5.934,0.117,0.692,4.18,
2026-03-26 14:30:00,783.83,29.92,45.56,5.848,0.134,0.782,4.18,
2026-03-26 14:40:00,776.05,29.41,46.75,5.897,0.123,0.724,4.19,
2026-03-26 14:50:00,750.73,29.5,46.79,5.889,0.103,0.605,4.19,
2026-03-26 15:00:00,703.83,28.86,49.52,5.893,0.121,0.716,4.19,
2026-03-26 15:10:00,670.15,29.13,47.62,5.854,0.113,0.664,4.19,
2026-03-26 15:20:00,637.11,28.37,49.91,5.722,0.108,0.618,4.19,
2026-03-26 15:30:00,625.51,28.09,52.0,5.656,0.097,0.546,4.19,
2026-03-26 15:40:00,590.08,27.52,52.81,5.651,0.103,0.585,4.2,
2026-03-26 15:50:00,569.51,27.88,54.06,5.539,0.083,0.462,4.2,
2026-03-26 16:00:00,507.17,27.69,52.3,5.616,0.084,0.473,4.2,
2026-03-26 16:10:00,467.23,26.95,56.46,5.392,0.091,0.491,4.2,
2026-03-26 16:20:00,435.0,26.39,58.14,5.395,0.071,0.382,4.2,
2026-03-26 16:30:00,408.68,26.18,59.07,5.448,0.061,0.332,4.2,
2026-03-26 16:40:00,387.26,25.5,59.89,5.295,0.078,0.414,4.2,
2026-03-26 16:50:00,343.55,25.59,58.85,5.205,0.059,0.305,4.2,
2026-03-26 17:00:00,309.35,24.89,58.92,5.16,0.042,0.216,4.2,
2026-03-26 17:10:00,262.45,24.8,62.99,5.15,0.036,0.187,4.2,
2026-03-26 17:20:00,225.88,24.98,64.18,5.149,0.037,0.19,4.2,
2026-03-26 17:30:00,187.18,24.3,63.36,4.987,0.046,0.228,4.2,
2026-03-26 17:40:00,127.32,23.76,65.27,4.831,0.014,0.068,4.2,
2026-03-26 17:50:00,91.44,23.4,65.55,4.8,0.007,0.033,4.2,
2026-03-26 18:00:00,77.75,23.48,66.86,4.86,0.02,0.097,4.2,
2026-03-26 18:10:00,20.0,22.56,67.2,4.689,0.011,0.05,4.19,
2026-03-26 18:20:00,2.52,22.8,68.62,0.029,0.0,0.0,4.19,
2026-03-26 18:30:00,2.7,22.41,66.87,0.018,0.0,0.0,4.19,
2026-03-26 18:40:00,1.12,22.82,70.41,0.072,0.0,0.0,4.19,
2026-03-26 18:50:00,1.01,22.96,71.17,0.029,0.0,0.0,4.19,
2026-03-26 19:00:00,2.92,22.19,69.64,0.099,0.0,0.0,4.19,
2026-03-26 19:10:00,2.4,22.58,67.37,0.076,0.0,0.0,4.18,
2026-03-26 19:20:00,2.93,22.17,70.78,0.062,0.0,0.0,4.18,
2026-03-26 19:30:00,1.31,22.1,70.33,0.061,0.0,0.0,4.18,
2026-03-26 19:40:00,1.89,22.78,70.51,0.075,0.0,0.0,4.18,
2026-03-26 19:50:00,0.78,22.55,70.97,0.024,0.0,0.0,4.18,
2026-03-26 20:00:00,0.28,22.44,69.57,0.071,0.0,0.0,4.18,
2026-03-26 20:10:00,0.08,22.71,70.85,0.009,0.0,0.0,4.17,
2026-03-26 20:20:00,1.15,22.74,67.37,0.054,0.0,0.0,4.17,
2026-03-26 20:30:00,1.89,22.36,67.85,0.108,0.0,0.0,4.17,
2026-03-26 20:40:00,0.89,22.54,67.88,0.094,0.0,0.0,4.17,
2026-03-26 20:50:00,2.36,22.77,69.7,0.033,0.0,0.0,4.17,
2026-03-26 21:00:00,2.8,22.63,69.61,0.07,0.0,0.0,4.17,
2026-03-26 21:10:00,0.31,22.46,69.42,0.013,0.0,0.0,4.16,
2026-03-26 21:20:00,0.85,22.89,67.21,0.059,0.0,0.0,4.16,
2026-03-26 21:30:00,1.08,22.84,68.52,0.059,0.0,0.0,4.16,
2026-03-26 21:40:00,0.07,22.07,71.02,0.009,0.0,0.0,4.16,
2026-03-26 21:50:00,2.06,22.38,68.18,0.109,0.0,0.0,4.16,
2026-03-26 22:00:00,2.43,22.18,66.84,0.021,0.0,0.0,4.16,
2026-03-26 22:10:00,1.7,22.61,66.94,0.117,0.0,0.0,4.16,
2026-03-26 22:20:00,2.98,22.48,69.5,0.066,0.0,0.0,4.15,
2026-03-26 22:30:00,0.48,22.74,70.88,0.023,0.0,0.0,4.15,
2026-03-26 22:40:00,0.09,22.02,69.05,0.018,0.0,0.0,4.15,
2026-03-26 22:50:00,2.6,22.11,67.75,0.039,0.0,0.0,4.15,
2026-03-26 23:00:00,0.66,22.73,70.94,0.032,0.0,0.0,4.15,
2026-03-26 23:10:00,1.44,22.95,68.33,0.066,0.0,0.0,4.15,
2026-03-26 23:20:00,0.88,22.75,68.98,0.062,0.0,0.0,4.14,
2026-03-26 23:30:00,1.2,22.19,67.56,0.082,0.0,0.0,4.14,
2026-03-26 23:40:00,2.66,22.28,68.53,0.07,0.0,0.0,4.14,
2026-03-26 23:50:00,2.3,22.31,70.29,0.114,0.0,0.0,4.14,
2026-03-27 00:00:00,1.46,22.38,71.66,0.09,0.0,0.0,4.14,
2026-03-27 00:10:00,2.45,22.12,72.47,0.052,0.0,0.0,4.14,
2026-03-27 00:20:00,1.7,21.87,72.58,0.008,0.0,0.0,4.13,
2026-03-27 00:30:00,0.5,21.53,72.05,0.07,0.0,0.0,4.13,
2026-03-27 00:40:00,0.88,22.33,72.64,0.116,0.0,0.0,4.13,
2026-03-27 00:50:00,1.06,21.53,70.59,0.039,0.0,0.0,4.13,
2026-03-27 01:00:00,2.37,21.86,70.12,0.079,0.0,0.0,4.13,
2026-03-27 01:10:00,1.12,22.28,70.34,0.038,0.0,0.0,4.13,
2026-03-27 01:20:00,0.03,21.83,71.85,0.095,0.0,0.0,4.12,
2026-03-27 01:30:00,2.7,22.06,71.5,0.072,0.0,0.0,4.12,
2026-03-27 01:40:00,1.58,21.6,71.02,0.073,0.0,0.0,4.12,
2026-03-27 01:50:00,2.65,22.36,70.13,0.107,0.0,0.0,4.12,
2026-03-27 02:00:00,1.27,22.26,71.2,0.038,0.0,0.0,4.12,
2026-03-27 02:10:00,0.59,22.3,71.99,0.119,0.0,0.0,4.12,
2026-03-27 02:20:00,1.26,21.62,70.55,0.039,0.0,0.0,4.12,
2026-03-27 02:30:00,1.15,22.08,71.05,0.077,0.0,0.0,4.11,
2026-03-27 02:40:00,2.57,22.49,73.81,0.034,0.0,0.0,4.11,
2026-03-27 02:50:00,2.52,21.9,73.74,0.11,0.0,0.0,4.11,
2026-03-27 03:00:00,0.12,22.14,70.11,0.011,0.0,0.0,4.11,
2026-03-27 03:10:00,2.41,22.22,71.01,0.09,0.0,0.0,4.11,
2026-03-27 03:20:00,1.2,22.06,71.18,0.073,0.0,0.0,4.11,
2026-03-27 03:30:00,1.18,22.2,71.8,0.102,0.0,0.0,4.1,
2026-03-27 03:40:00,2.9,21.62,71.45,0.074,0.0,0.0,4.1,
2026-03-27 03:50:00,0.09,21.55,69.85,0.013,0.0,0.0,4.1,
2026-03-27 04:00:00,0.97,22.19,71.72,0.02,0.0,0.0,4.1,
2026-03-27 04:10:00,0.57,22.4,71.42,0.108,0.0,0.0,4.1,
2026-03-27 04:20:00,2.97,22.43,73.62,0.031,0.0,0.0,4.1,
2026-03-27 04:30:00,2.35,21.61,73.97,0.009,0.0,0.0,4.09,
2026-03-27 04:40:00,0.99,22.11,73.37,0.032,0.0,0.0,4.09,
2026-03-27 04:50:00,0.51,21.64,71.83,0.015,0.0,0.0,4.09,
2026-03-27 05:00:00,2.59,22.25,73.71,0.116,0.0,0.0,4.09,
2026-03-27 05:10:00,1.24,21.95,70.34,0.063,0.0,0.0,4.09,
2026-03-27 05:20:00,1.73,22.16,74.1,0.039,0.0,0.0,4.09,
2026-03-27 05:30:00,2.19,21.73,70.96,0.036,0.0,0.0,4.08,
2026-03-27 05:40:00,0.25,22.06,73.64,0.079,0.0,0.0,4.08,
2026-03-27 05:50:00,20.0,21.77,73.49,4.639,0.0,0.0,4.08,
2026-03-27 06:00:00,40.45,22.17,68.96,4.8,0.021,0.103,4.08,
2026-03-27 06:10:00,79.27,22.89,67.55,4.837,0.032,0.154,4.08,
2026-03-27 06:20:00,137.36,23.68,67.97,4.946,0.02,0.098,4.08,
2026-03-27 06:30:00,158.09,23.83,65.2,5.004,0.045,0.225,4.08,
2026-03-27 06:40:00,176.71,23.58,66.32,4.988,0.058,0.288,4.08,
2026-03-27 06:50:00,189.69,24.42,64.51,4.931,0.048,0.236,4.08,
2026-03-27 07:00:00,262.73,24.7,62.44,5.083,0.082,0.419,4.08,
2026-03-27 07:10:00,284.55,25.32,62.88,5.246,0.07,0.369,4.08,
2026-03-27 07:20:00,286.39,25.09,59.95,5.202,0.099,0.516,4.08,
2026-03-27 07:30:00,312.72,25.6,58.78,5.23,0.086,0.448,4.09,
2026-03-27 07:40:00,389.81,25.76,59.04,5.343,0.115,0.614,4.09,
2026-03-27 07:50:00,402.19,26.32,56.11,5.288,0.137,0.724,4.09,
2026-03-27 08:00:00,393.25,26.5,55.96,5.247,0.143,0.749,4.09,
2026-03-27 08:10:00,486.71,27.22,55.97,5.393,0.145,0.784,4.09,
2026-03-27 08:20:00,515.36,27.78,55.18,5.421,0.142,0.767,4.1,
2026-03-27 08:30:00,445.76,27.97,56.31,5.359,0.144,0.77,4.1,
2026-03-27 08:40:00,519.55,28.41,54.47,5.581,0.176,0.981,4.1,
2026-03-27 08:50:00,505.18,27.82,54.52,5.557,0.157,0.871,4.1,
2026-03-27 09:00:00,590.88,28.8,53.67,5.621,0.192,1.081,4.11,
2026-03-27 09:10:00,628.15,29.28,52.46,5.721,0.207,1.182,4.11,
2026-03-27 09:20:00,646.11,28.82,50.84,5.798,0.197,1.142,4.11,
2026-03-27 09:30:00,659.12,28.82,49.44,5.722,0.214,1.223,4.12,
2026-03-27 09:40:00,702.51,29.79,47.75,5.878,0.217,1.276,4.12,
2026-03-27 09:50:00,691.54,30.16,48.59,5.847,0.212,1.237,4.12,
2026-03-27 10:00:00,703.94,29.43,46.51,5.86,0.108,0.631,4.13,
2026-03-27 10:10:00,743.12,29.56,45.83,5.836,0.129,0.751,4.13,
2026-03-27 10:20:00,761.71,29.88,44.6,5.844,0.138,0.805,4.13,
2026-03-27 10:30:00,750.3,30.09,45.85,5.881,0.143,0.842,4.13,
2026-03-27 10:40:00,794.22,30.1,44.51,5.89,0.13,0.768,4.13,
2026-03-27 10:50:00,781.67,30.69,46.0,5.886,0.128,0.751,4.14,
2026-03-27 11:00:00,786.09,30.85,45.08,5.915,0.144,0.853,4.14,
2026-03-27 11:10:00,727.32,31.24,45.55,5.855,0.125,0.729,4.14,
2026-03-27 11:20:00,794.67,30.93,46.41,5.968,0.148,0.885,4.14,
2026-03-27 11:30:00,777.51,30.56,44.41,5.942,0.133,0.793,4.15,
2026-03-27 11:40:00,816.82,30.47,45.45,6.072,0.129,0.78,4.15,
2026-03-27 11:50:00,691.36,30.83,42.25,5.743,0.119,0.681,4.15,
2026-03-27 12:00:00,707.57,31.24,42.03,5.75,0.12,0.69,4.15,
2026-03-27 12:10:00,812.53,31.17,45.57,5.961,0.146,0.871,4.15,
2026-03-27 12:20:00,747.51,30.58,41.9,5.892,0.11,0.651,4.16,
2026-03-27 12:30:00,751.31,30.87,42.27,5.794,0.138,0.798,4.16,
2026-03-27 12:40:00,823.97,30.92,45.81,6.02,0.15,0.902,4.16,
2026-03-27 12:50:00,810.11,30.49,46.01,6.005,0.133,0.799,4.16,
2026-03-27 13:00:00,796.48,30.51,45.62,6.053,0.138,0.833,4.16,
2026-03-27 13:10:00,795.18,30.22,44.83,5.931,0.122,0.722,4.17,
2026-03-27 13:20:00,759.81,30.3,46.2,6.008,0.126,0.755,4.17,
2026-03-27 13:30:00,782.05,30.34,46.95,5.866,0.143,0.837,4.17,
2026-03-27 13:40:00,752.15,30.07,47.33,5.868,0.121,0.709,4.17,
2026-03-27 13:50:00,745.24,29.9,47.87,5.924,0.125,0.739,4.18,
2026-03-27 14:00:00,679.52,30.03,46.92,5.745,0.122,0.702,4.18,
2026-03-27 14:10:00,714.05,29.72,46.42,5.778,0.132,0.761,4.18,
2026-03-27 14:20:00,682.2,29.04,50.23,5.716,0.101,0.575,4.18,
2026-03-27 14:30:00,665.13,29.54,51.47,5.815,0.115,0.668,4.18,
2026-03-27 14:40:00,633.4,29.45,51.18,5.704,0.102,0.581,4.18,
2026-03-27 14:50:00,502.24,29.08,51.27,5.587,0.1,0.557,4.19,
2026-03-27 15:00:00,595.68,29.05,51.91,5.589,0.097,0.54,4.19,
2026-03-27 15:10:00,540.62,28.61,53.77,5.513,0.102,0.565,4.19,
2026-03-27 15:20:00,540.16,28.33,54.99,5.543,0.094,0.522,4.19,
2026-03-27 15:30:00,513.56,28.15,54.78,5.498,0.099,0.545,4.19,
2026-03-27 15:40:00,492.38,27.56,55.33,5.415,0.073,0.396,4.19,
2026-03-27 15:50:00,454.36,26.71,57.26,5.403,0.065,0.353,4.19,
2026-03-27 16:00:00,435.01,26.55,58.94,5.482,0.072,0.394,4.2,
2026-03-27 16:10:00,356.71,26.07,58.33,5.308,0.072,0.383,4.2,
2026-03-27 16:20:00,365.42,26.37,57.32,5.297,0.074,0.39,4.2,
2026-03-27 16:30:00,318.2,25.67,61.24,5.145,0.063,0.326,4.2,
2026-03-27 16:40:00,324.88,25.87,59.99,5.119,0.078,0.397,4.2,
2026-03-27 16:50:00,296.51,24.67,64.36,5.244,0.053,0.279,4.2,
2026-03-27 17:00:00,242.41,24.55,61.33,4.965,0.042,0.211,4.2,
2026-03-27 17:10:00,214.3,24.77,66.54,4.954,0.029,0.142,4.2,
2026-03-27 17:20:00,189.21,24.42,66.41,5.045,0.023,0.118,4.2,
2026-03-27 17:30:00,161.29,23.62,66.43,4.872,0.031,0.152,4.2,
2026-03-27 17:40:00,115.49,23.01,67.63,4.802,0.012,0.058,4.2,
2026-03-27 17:50:00,87.16,23.23,69.37,4.914,0.008,0.042,4.19,
2026-03-27 18:00:00,36.45,22.19,68.84,4.69,0.007,0.035,4.19,
2026-03-27 18:10:00,20.05,22.17,69.75,4.641,0.005,0.024,4.19,
2026-03-27 18:20:00,1.48,22.24,71.37,0.11,0.0,0.0,4.19,
2026-03-27 18:30:00,0.66,22.21,73.94,0.094,0.0,0.0,4.19,
2026-03-27 18:40:00,0.88,22.15,72.12,0.032,0.0,0.0,4.19,
2026-03-27 18:50:00,2.09,22.0,70.04,0.108,0.0,0.0,4.18,
2026-03-27 19:00:00,2.12,22.12,71.03,0.024,0.0,0.0,4.18,
2026-03-27 19:10:00,0.41,22.48,70.81,0.089,0.0,0.0,4.18,
2026-03-27 19:20:00,0.63,21.87,73.39,0.017,0.0,0.0,4.18,
2026-03-27 19:30:00,2.93,22.2,72.66,0.054,0.0,0.0,4.18,
2026-03-27 19:40:00,0.34,22.0,69.95,0.033,0.0,0.0,4.18,
2026-03-27 19:50:00,1.15,22.33,70.17,0.033,0.0,0.0,4.17,
2026-03-27 20:00:00,1.83,22.0,73.6,0.046,0.0,0.0,4.17,
2026-03-27 20:10:00,0.13,21.71,70.61,0.052,0.0,0.0,4.17,
2026-03-27 20:20:00,0.16,21.81,72.18,0.042,0.0,0.0,4.17,
2026-03-27 20:30:00,0.08,22.11,73.73,0.111,0.0,0.0,4.17,
2026-03-27 20:40:00,2.72,22.31,72.4,0.091,0.0,0.0,4.17,
2026-03-27 20:50:00,1.02,22.33,71.71,0.051,0.0,0.0,4.17,
2026-03-27 21:00:00,2.19,22.24,70.05,0.013,0.0,0.0,4.16,
2026-03-27 21:10:00,1.16,22.22,72.78,0.103,0.0,0.0,4.16,
2026-03-27 21:20:00,2.81,21.96,72.32,0.068,0.0,0.0,4.16,
2026-03-27 21:30:00,1.56,21.66,71.48,0.089,0.0,0.0,4.16,
